project_key,project_url,project_type,languages,complexoty,bugs,code_smell,ncloc,violations
sebov_scikit-rough,https://github.com/sebov/scikit-rough,github,py|,273,0,4,2398,4
Security-Phoenix-demo_vulnerablecode,https://github.com/Security-Phoenix-demo/vulnerablecode,github,css|json|py|web|xml|yaml|,1170,19,172,21491,191
SerenityOS_serenity,https://github.com/SerenityOS/serenity,github,c|cpp|css|js|json|php|py|web|yaml|,143475,911,24356,661154,25268
sett-and-hive_asciize,https://github.com/sett-and-hive/asciize,github,json|py|yaml|,87,0,2,549,2
severel_telerik-devops-2022,https://github.com/severel/telerik-devops-2022,github,py|,6,0,3,21,3
abstracto-core,https://github.com/Sheldan/abstracto,github,java|json|plsql|py|xml|yaml|,8093,10,1357,123361,1367
shini4i_helm-charts-updater,https://github.com/shini4i/helm-charts-updater,github,py|yaml|,40,0,0,249,0
shipilev_jdk,https://github.com/shipilev/jdk,github,c|cpp|css|java|js|objc|php|plsql|py|web|xml|,598113,3917,126476,3290181,130609
Shuki30_SP-Code-Refactoring,https://github.com/Shuki30/SP-Code-Refactoring,github,py|,39,0,5,442,5
SigNoz_signoz,https://github.com/SigNoz/signoz,github,go|js|json|py|ts|xml|yaml|,7473,1,258,59536,259
simaoarrais_ES,https://github.com/simaoarrais/ES,github,py|,15,0,6,217,6
simari1_SystemTrade,https://github.com/simari1/SystemTrade,github,py|,315,0,94,1139,94
simgrid_simgrid,https://github.com/simgrid/simgrid,github,c|cpp|java|py|xml|,16747,0,1697,103165,1697
Smug246_Luna-Grabber-Builder,https://github.com/Smug246/Luna-Token-Grabber,github,js|py|,367,5,55,1983,60
snakemake_snakemake,https://github.com/snakemake/snakemake,github,css|js|py|web|,5941,0,381,29677,381
snek5000_snek5000,https://github.com/exabl/snek5000,github,css|py|web|yaml|,688,0,43,4657,43
snuspl_incubator-nemo,https://github.com/snuspl/incubator-nemo,github,js|json|py|scala|xml|,794,5,233,6130,238
soares-eduardo_supabase,https://github.com/soares-eduardo/supabase,github,css|js|json|kotlin|py|swift|ts|web|xml|yaml|,11834,39,566,109718,605
socampor_CuentasClaras,https://github.com/socampor/CuentasClaras,github,py|web|xml|,217,0,128,5468,128
Sofia-29_Calidad,https://github.com/Sofia-29/Calidad,github,css|js|py|web|,5010,186,3081,25900,3267
sogno-platform_openstef-api,https://github.com/sogno-platform/openstef-api,github,py|,175,1,48,2243,49
SonarSource_gh-action_release,https://github.com/SonarSource/gh-action_release,github,py|xml|yaml|,98,0,11,962,11
SonarSourceResearch_csac22-ecb,https://github.com/SonarSourceResearch/csac22-ecb,github,py|,16,0,2,51,4
souravs17031999_opioner-backend,https://github.com/souravs17031999/opioner-backend,github,js|json|plsql|py|web|yaml|,304,39,289,4484,328
sourcegraph_sourcegraph,https://github.com/sourcegraph/sourcegraph,github,css|go|js|json|kotlin|py|ruby|scala|ts|web|xml|yaml|,52874,15,1504,345771,1519
Srinidi-V_refactored_queueing_project,https://github.com/Srinidi-V/refactored_queueing_project,github,py|,122,0,0,504,0
SarahRo_asimov-contact,https://github.com/SarahRo/asimov-contact,github,c|cpp|py|,1214,0,408,11503,408
ssliadniev_ocr-tesseract-ml,https://github.com/ssliadniev/ocr-tesseract-ml,github,json|py|,129,2,10,663,12
Stability-AI_api-interfaces,https://github.com/Stability-AI/api-interfaces,github,json|py|yaml|,0,0,0,0,0
Stability-AI_stability-hpc,https://github.com/Stability-AI/stability-hpc,github,css|py|web|yaml|,7,9,11,1310,20
starlite-api_starlite,https://github.com/starlite-api/starlite,github,css|js|py|web|,2088,0,18,13360,18
starlite-api_starlite-hello-world,https://github.com/starlite-api/starlite-hello-world,github,py|xml|,1,0,0,29,0
starlite-api_pydantic-factories,https://github.com/starlite-api/pydantic-factories,github,py|,296,0,8,1242,8
starlite-api_starlite-pg-redis-docker,https://github.com/starlite-api/starlite-pg-redis-docker,github,py|,137,0,0,1025,0
starlite-api_starlite-sessions,https://github.com/starlite-api/starlite-sessions,github,py|,15,0,0,136,0
caf3babe_buggy-webapp,https://github.com/caf3babe/buggy-webapp,github,css|flex|js|php|py|xml|,4397,2986,11064,20715,14124
statisticsnorway_datadoc,https://github.com/statisticsnorway/datadoc,github,css|json|py|,229,0,6,3931,6
subecho_KarmaChameleon,https://github.com/subecho/KarmaChameleon,github,py|,99,0,6,692,6
cmengting_espresso-delivery-1,https://github.com/cmengting/espresso-delivery,github,json|kotlin|py|swift|web|xml|yaml|,6,1,2,147,3
SuneeGIT_hackathon22,https://github.com/SuneeGIT/hackathon22,github,cs|css|java|js|json|py|web|xml|yaml|,1427,14,679,4499,694
SuperCoopBerlin_tapir,https://github.com/SuperCoopBerlin/tapir,github,css|js|json|py|ts|web|yaml|,1385,0,8,16099,8
swapnildhakne00_django-todo,https://github.com/swapnildhakne00/django-todo,github,css|py|web|yaml|,11,2,6,403,8
